Position,Track Name,Artist,Streams,URL,chart_start_date,chart_end_date,chart_country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_genre,album_release_date,album_type
152,Liberdade Provisória - Ao Vivo,Henrique & Juliano,5676336,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-02-14,2020-02-21,GLB,0.668,0.684,1,-5.937,1,0.0527,0.627,0.0,0.923,0.7,108.138,audio_features,3Ghyp3X5Ua9ypHnBIgOObI,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,https://api.spotify.com/v1/tracks/3Ghyp3X5Ua9ypHnBIgOObI,https://api.spotify.com/v1/audio-analysis/3Ghyp3X5Ua9ypHnBIgOObI,187986,4,Latin,2020-01-31,single
153,Jocelyn Flores,XXXTENTACION,5667946,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2020-02-14,2020-02-21,GLB,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133,4,Hip hop,2017-08-25,album
154,"thank u, next",Ariana Grande,5607886,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2020-02-14,2020-02-21,GLB,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4,Pop,2019-02-08,album
155,I Like Me Better,Lauv,5590822,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2020-02-14,2020-02-21,GLB,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,2P91MQbaiQOfbiz9VqhqKQ,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/tracks/2P91MQbaiQOfbiz9VqhqKQ,https://api.spotify.com/v1/audio-analysis/2P91MQbaiQOfbiz9VqhqKQ,197437,4,Pop,2018-05-31,album
156,Sweet but Psycho,Ava Max,5567530,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2020-02-14,2020-02-21,GLB,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,audio_features,25sgk305KZfyuqVBQIahim,spotify:track:25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,187436,4,Pop,2018-08-17,single
157,GOODMORNINGTOKYO!,TOKYO’S REVENGE,5563866,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,2020-02-14,2020-02-21,GLB,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,audio_features,0Q2n5yzl2XRqYbV77tZNYp,spotify:track:0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/tracks/0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/audio-analysis/0Q2n5yzl2XRqYbV77tZNYp,150115,4,Hip hop,2019-10-18,single
158,Eastside (with Halsey & Khalid),benny blanco,5521239,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2020-02-14,2020-02-21,GLB,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,audio_features,7FGq80cy8juXBCD2nrqdWU,spotify:track:7FGq80cy8juXBCD2nrqdWU,https://api.spotify.com/v1/tracks/7FGq80cy8juXBCD2nrqdWU,https://api.spotify.com/v1/audio-analysis/7FGq80cy8juXBCD2nrqdWU,170770,4,Pop,2018-12-07,album
159,all the good girls go to hell,Billie Eilish,5518376,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2020-02-14,2020-02-21,GLB,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4,Pop,2019-03-29,album
160,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,5503902,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8,2020-02-14,2020-02-21,GLB,0.687,0.592,2,-6.378,1,0.224,0.203,0.0,0.279,0.246,178.83,audio_features,4l2rsMfr20dj6nf6i6F3Y8,spotify:track:4l2rsMfr20dj6nf6i6F3Y8,https://api.spotify.com/v1/tracks/4l2rsMfr20dj6nf6i6F3Y8,https://api.spotify.com/v1/audio-analysis/4l2rsMfr20dj6nf6i6F3Y8,225266,4,Hip hop,2020-02-14,album
161,Maniac,Conan Gray,5494759,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,2020-02-14,2020-02-21,GLB,0.623,0.647,8,-5.438,1,0.04,0.00122,0.0,0.354,0.522,107.987,audio_features,7hpJ9tATWb2vztlq99hERP,spotify:track:7hpJ9tATWb2vztlq99hERP,https://api.spotify.com/v1/tracks/7hpJ9tATWb2vztlq99hERP,https://api.spotify.com/v1/audio-analysis/7hpJ9tATWb2vztlq99hERP,185787,4,Pop,2019-10-25,single
162,Perreo en La Luna,Rich Music LTD,5468082,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV,2020-02-14,2020-02-21,GLB,0.711,0.757,1,-4.188,0,0.29,0.268,0.0,0.367,0.724,174.013,audio_features,0RDgqtvOHLwcI6yz9bjsZV,spotify:track:0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/tracks/0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/audio-analysis/0RDgqtvOHLwcI6yz9bjsZV,218587,4,Latin,2019-10-11,album
163,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,5460450,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2020-02-14,2020-02-21,GLB,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,audio_features,7fa9MBXhVfQ8P8Df9OEbD8,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,235545,4,Pop,2018-06-15,album
164,That's What Love Is,Justin Bieber,5440037,https://open.spotify.com/track/2hLu8L8SNfCN4yKyPdX0h3,2020-02-14,2020-02-21,GLB,0.639,0.437,9,-6.959,1,0.0355,0.692,0.0,0.12,0.751,147.575,audio_features,2hLu8L8SNfCN4yKyPdX0h3,spotify:track:2hLu8L8SNfCN4yKyPdX0h3,https://api.spotify.com/v1/tracks/2hLu8L8SNfCN4yKyPdX0h3,https://api.spotify.com/v1/audio-analysis/2hLu8L8SNfCN4yKyPdX0h3,165120,4,Pop,2020-02-14,album
165,Can We Kiss Forever?,Kina,5428036,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-02-14,2020-02-21,GLB,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,audio_features,58wyJLv6yH1La9NIZPl3ne,spotify:track:58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/tracks/58wyJLv6yH1La9NIZPl3ne,https://api.spotify.com/v1/audio-analysis/58wyJLv6yH1La9NIZPl3ne,187932,4,Hip hop,2018-08-31,single
166,Forever Yours - Avicii Tribute,Kygo,5421905,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,2020-02-14,2020-02-21,GLB,0.529,0.612,10,-8.794,1,0.052,0.253,0.0,0.246,0.434,119.272,audio_features,3o1CUVeHIid49sabk6A6Nf,spotify:track:3o1CUVeHIid49sabk6A6Nf,https://api.spotify.com/v1/tracks/3o1CUVeHIid49sabk6A6Nf,https://api.spotify.com/v1/audio-analysis/3o1CUVeHIid49sabk6A6Nf,193847,4,Pop,2020-01-24,single
167,Truth Hurts,Lizzo,5417880,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,2020-02-14,2020-02-21,GLB,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,3HWzoMvoF3TQfYg4UPszDq,spotify:track:3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/tracks/3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/audio-analysis/3HWzoMvoF3TQfYg4UPszDq,173325,4,Pop,2019-04-19,album
168,Que Calor (with J Balvin & El Alfa),Major Lazer,5389536,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2020-02-14,2020-02-21,GLB,0.795,0.885,8,-4.129,1,0.0716,0.0372,0.00754,0.285,0.46,126.038,audio_features,1G2CAJeP7rCwOZjlSJ0Zw3,spotify:track:1G2CAJeP7rCwOZjlSJ0Zw3,https://api.spotify.com/v1/tracks/1G2CAJeP7rCwOZjlSJ0Zw3,https://api.spotify.com/v1/audio-analysis/1G2CAJeP7rCwOZjlSJ0Zw3,169998,4,Pop,2019-09-11,single
169,Higher Love,Kygo,5383318,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2020-02-14,2020-02-21,GLB,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4,Pop,2019-06-28,single
170,Baby,Joker Bra,5376451,https://open.spotify.com/track/1V7JaMp11LKGwKiVmSetf0,2020-02-14,2020-02-21,GLB,0.771,0.921,1,-4.228,0,0.109,0.166,0.000211,0.119,0.56,128.021,audio_features,1V7JaMp11LKGwKiVmSetf0,spotify:track:1V7JaMp11LKGwKiVmSetf0,https://api.spotify.com/v1/tracks/1V7JaMp11LKGwKiVmSetf0,https://api.spotify.com/v1/audio-analysis/1V7JaMp11LKGwKiVmSetf0,148125,4,Hip hop,2020-01-30,single
171,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,5343301,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI,2020-02-14,2020-02-21,GLB,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,audio_features,74fV8TuLZKVzSIOOGu8wwI,spotify:track:74fV8TuLZKVzSIOOGu8wwI,https://api.spotify.com/v1/tracks/74fV8TuLZKVzSIOOGu8wwI,https://api.spotify.com/v1/audio-analysis/74fV8TuLZKVzSIOOGu8wwI,165726,4,Hip hop,2020-02-14,single
172,Hate Me (with Juice WRLD),Ellie Goulding,5343007,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2020-02-14,2020-02-21,GLB,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,audio_features,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/tracks/6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/audio-analysis/6kls8cSlUyHW2BUOkDJIZE,186223,4,Pop,2019-06-26,single
173,goosebumps,Travis Scott,5337615,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-02-14,2020-02-21,GLB,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,Hip hop,2016-09-16,album
174,You Need To Calm Down,Taylor Swift,5312572,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2020-02-14,2020-02-21,GLB,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4,Pop,2019-08-23,album
175,One More Year,Tame Impala,5279739,https://open.spotify.com/track/5ozqshq2dtU7SYCpCBu0NE,2020-02-14,2020-02-21,GLB,0.602,0.88,1,-5.414,1,0.0354,0.057,0.46,0.284,0.493,114.009,audio_features,5ozqshq2dtU7SYCpCBu0NE,spotify:track:5ozqshq2dtU7SYCpCBu0NE,https://api.spotify.com/v1/tracks/5ozqshq2dtU7SYCpCBu0NE,https://api.spotify.com/v1/audio-analysis/5ozqshq2dtU7SYCpCBu0NE,324013,4,Rock,2020-02-14,album
176,i love you,Billie Eilish,5239517,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2020-02-14,2020-02-21,GLB,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,6CcJMwBtXByIz4zQLzFkKc,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4,Pop,2019-03-29,album
177,Tutu,Camilo,5236576,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2020-02-14,2020-02-21,GLB,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,audio_features,1nocRtwyNPVtGcIJqfgdzZ,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/tracks/1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/audio-analysis/1nocRtwyNPVtGcIJqfgdzZ,178613,4,Pop,2019-08-09,single
178,Good News,Mac Miller,5210780,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY,2020-02-14,2020-02-21,GLB,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,audio_features,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/tracks/1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/audio-analysis/1DWZUa5Mzf2BwzpHtgbHPY,342040,4,Hip hop,2020-01-17,album
179,Better Now,Post Malone,5199912,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2020-02-14,2020-02-21,GLB,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4,Hip hop,2018-04-27,album
180,wish you were gay,Billie Eilish,5187997,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2020-02-14,2020-02-21,GLB,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4,Pop,2019-03-29,album
181,Infeliz,Arcangel,5172395,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,2020-02-14,2020-02-21,GLB,0.713,0.798,1,-3.147,1,0.219,0.366,4.3e-06,0.246,0.721,176.073,audio_features,4z6wo6PJG4Fve45OXK6D9m,spotify:track:4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/tracks/4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/audio-analysis/4z6wo6PJG4Fve45OXK6D9m,221103,4,Latin,2019-12-20,album
182,Moonlight,XXXTENTACION,5170476,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2020-02-14,2020-02-21,GLB,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090,4,Hip hop,2018-03-16,album
183,Soltera - Remix,Lunay,5153679,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,2020-02-14,2020-02-21,GLB,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,4t9a07PAghtQMRAIP9FQ7Z,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/tracks/4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/audio-analysis/4t9a07PAghtQMRAIP9FQ7Z,266087,4,Latin,2019-10-25,album
184,I.F.L.Y.,Bazzi,5149763,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2020-02-14,2020-02-21,GLB,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,audio_features,4a6q8CR2hzLk2plDkSxkfD,spotify:track:4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/tracks/4a6q8CR2hzLk2plDkSxkfD,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,165714,4,Pop,2019-08-09,album
185,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,5121281,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,2020-02-14,2020-02-21,GLB,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,audio_features,4Yxc55NX3tAXC2mHRAhtcW,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/tracks/4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/audio-analysis/4Yxc55NX3tAXC2mHRAhtcW,177323,3,Pop,2019-11-27,single
186,Only The Young - Featured in Miss Americana,Taylor Swift,5111068,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC,2020-02-14,2020-02-21,GLB,0.56,0.78,5,-4.895,0,0.0517,0.00244,0.0,0.0714,0.602,93.516,audio_features,2slqvGLwzZZYsT4K4Y1GBC,spotify:track:2slqvGLwzZZYsT4K4Y1GBC,https://api.spotify.com/v1/tracks/2slqvGLwzZZYsT4K4Y1GBC,https://api.spotify.com/v1/audio-analysis/2slqvGLwzZZYsT4K4Y1GBC,157507,4,Pop,2020-01-31,single
187,Lost In Yesterday,Tame Impala,5096624,https://open.spotify.com/track/5JWPUEov2wlX7c0jhYZpeB,2020-02-14,2020-02-21,GLB,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,audio_features,5JWPUEov2wlX7c0jhYZpeB,spotify:track:5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/tracks/5JWPUEov2wlX7c0jhYZpeB,https://api.spotify.com/v1/audio-analysis/5JWPUEov2wlX7c0jhYZpeB,249587,3,Rock,2020-02-14,album
188,The Less I Know The Better,Tame Impala,5093666,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,2020-02-14,2020-02-21,GLB,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,Rock,2015-07-17,album
189,If I Can't Have You,Shawn Mendes,5070442,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2020-02-14,2020-02-21,GLB,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4,Pop,2019-06-19,album
190,Takeaway,The Chainsmokers,5069102,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,2020-02-14,2020-02-21,GLB,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4,Pop,2019-12-06,album
191,Youngblood,5 Seconds of Summer,5048119,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2020-02-14,2020-02-21,GLB,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,Pop,2018-06-15,album
192,No Guidance (feat. Drake),Chris Brown,5034302,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2020-02-14,2020-02-21,GLB,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640,4,Pop,2019-06-28,album
193,At Least For Now,Justin Bieber,5033764,https://open.spotify.com/track/6VLkgf5YmLixsabdqiCVGU,2020-02-14,2020-02-21,GLB,0.375,0.304,9,-9.897,1,0.0325,0.683,0.0,0.196,0.295,83.832,audio_features,6VLkgf5YmLixsabdqiCVGU,spotify:track:6VLkgf5YmLixsabdqiCVGU,https://api.spotify.com/v1/tracks/6VLkgf5YmLixsabdqiCVGU,https://api.spotify.com/v1/audio-analysis/6VLkgf5YmLixsabdqiCVGU,149653,3,Pop,2020-02-14,album
194,High Hopes,Panic! At The Disco,5014977,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2020-02-14,2020-02-21,GLB,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4,Rock,2018-06-22,album
195,SLOW DANCING IN THE DARK,Joji,4995330,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2020-02-14,2020-02-21,GLB,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4,Soul and R&B,2018-10-26,album
196,Falling,Harry Styles,4989757,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2020-02-14,2020-02-21,GLB,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,240133,4,Pop,2019-12-13,album
197,you should see me in a crown,Billie Eilish,4988054,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2020-02-14,2020-02-21,GLB,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,audio_features,3XF5xLJHOQQRbWya6hBp7d,spotify:track:3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,180953,4,Pop,2019-03-29,album
198,Too Good At Goodbyes,Sam Smith,4984764,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2020-02-14,2020-02-21,GLB,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,201000,4,Pop,2017-11-03,album
199,3 Nights,Dominic Fike,4968925,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,2020-02-14,2020-02-21,GLB,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,0uI7yAKUf52Cn7y3sYyjiX,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,https://api.spotify.com/v1/tracks/0uI7yAKUf52Cn7y3sYyjiX,https://api.spotify.com/v1/audio-analysis/0uI7yAKUf52Cn7y3sYyjiX,177667,4,Pop,2018-10-16,album
200,Be Alright,Dean Lewis,4967951,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2020-02-14,2020-02-21,GLB,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,audio_features,5qrSlOut2rNAWv3ubArkNy,spotify:track:5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/tracks/5qrSlOut2rNAWv3ubArkNy,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,196493,4,Pop,2019-03-22,album
